Year,Quarter,Region,Model,Units Delivered,Average Price (USD),Production Delay (Days),Battery Type,Drive Type,Color
2017,Q2,South America,Cybertruck,4675,112168.43,9,Standard,AWD,Black
2015,Q4,Australia,Model X,4720,41084.16,21,Standard,AWD,Red
2015,Q3,North America,Model 3,4046,50561.69,17,Long Range,RWD,Black
2024,Q3,Asia,Model S,227,61080.3,40,Standard,RWD,Red
2014,Q2,Asia,Semi,228,87180.56,37,Standard,RWD,Green
2023,Q1,Asia,Model X,4086,96458.36,29,Standard,RWD,Red
2024,Q2,Europe,Model Y,1328,93940.32,59,Performance,RWD,White
2020,Q4,Europe,Model S,974,40725.91,8,Standard,AWD,Red
2014,Q4,Australia,Semi,752,94271.51,24,Standard,RWD,Green
2014,Q3,South America,Model X,816,112188.23,59,Standard,RWD,Red
2020,Q1,Asia,Model X,608,40206.35,3,Long Range,AWD,Red
2017,Q1,Europe,Model S,148,43764.29,25,Performance,RWD,Blue
2021,Q2,Australia,Semi,892,72054.17,6,Long Range,RWD,Blue
2017,Q1,Asia,Cybertruck,1748,66868.54,16,Long Range,AWD,Silver
2024,Q4,Asia,Cybertruck,404,40655.55,21,Performance,RWD,Blue
2018,Q4,South America,Cybertruck,1868,56678.93,4,Performance,RWD,Green
2021,Q4,Europe,Semi,115,89307.23,48,Standard,AWD,Blue
2021,Q1,North America,Model Y,729,47446.28,3,Standard,RWD,Black
2018,Q1,South America,Cybertruck,3939,44208.6,23,Performance,RWD,White
2016,Q2,Australia,Semi,3036,51683.52,29,Performance,AWD,Green
2017,Q4,South America,Model S,726,112169.2,21,Standard,AWD,Red
2017,Q4,South America,Model 3,1857,62084.78,32,Performance,AWD,White
2022,Q4,Asia,Semi,2016,104046.61,1,Standard,AWD,Blue
2014,Q3,North America,Model S,331,93582.52,47,Performance,AWD,Red
2013,Q4,Europe,Semi,517,109724.2,44,Performance,AWD,Black
2013,Q4,South America,Model S,79,103811.09,19,Performance,AWD,Black
2015,Q4,Australia,Model Y,775,55607.53,26,Long Range,AWD,Silver
2024,Q4,North America,Model X,1854,41260.26,53,Standard,AWD,White
2013,Q3,Europe,Semi,3508,86544.35,30,Long Range,RWD,Green
2018,Q2,Australia,Cybertruck,4358,112014.43,42,Long Range,AWD,Red
2012,Q2,Australia,Semi,3302,42278.15,25,Long Range,AWD,Black
2019,Q4,Australia,Model 3,3603,62430.87,38,Long Range,RWD,White
2019,Q2,South America,Model S,1189,85169.66,60,Long Range,RWD,White
2023,Q2,South America,Model Y,4647,105998.01,31,Long Range,RWD,Red
2022,Q1,Australia,Model X,1450,83587.76,1,Long Range,RWD,Black
2016,Q2,Australia,Semi,3519,46805.89,44,Performance,RWD,White
2018,Q4,Asia,Model S,3166,81133.76,31,Standard,RWD,Green
2020,Q2,Asia,Cybertruck,1674,101856.66,35,Performance,AWD,Green
2024,Q4,Australia,Model X,4346,75034.96,59,Performance,RWD,Black
2016,Q3,North America,Model X,311,85649.86,34,Long Range,RWD,Blue
2021,Q3,Asia,Semi,2879,91691.12,43,Standard,AWD,Silver
2020,Q1,Asia,Model 3,2863,54292.95,4,Standard,RWD,Silver
2012,Q3,Europe,Model Y,2982,50695.3,29,Long Range,AWD,Silver
2017,Q3,Asia,Model S,2176,88713.26,27,Standard,AWD,Silver
2020,Q1,Australia,Model Y,1686,56033.31,16,Long Range,AWD,Black
2024,Q4,Australia,Model 3,165,85078.21,59,Standard,RWD,Silver
2021,Q2,Europe,Semi,3480,72460.62,43,Standard,AWD,Black
2015,Q4,Asia,Model X,428,108016.79,9,Performance,AWD,Green
2016,Q3,Europe,Model S,4320,107321.36,12,Performance,RWD,Black
2022,Q1,Australia,Cybertruck,1086,68135.28,50,Long Range,AWD,Blue
2013,Q3,Australia,Model 3,3822,71987.71,30,Standard,AWD,White
2024,Q2,North America,Model 3,3140,98104.11,33,Standard,RWD,Silver
2024,Q1,Asia,Model S,1735,58217.11,43,Performance,RWD,Green
2019,Q2,North America,Model S,2618,43510.94,15,Long Range,RWD,Red
2018,Q1,Australia,Model 3,3452,106493.17,15,Performance,AWD,Green
2023,Q1,North America,Model Y,122,73823.92,27,Standard,RWD,Silver
2021,Q1,South America,Model X,2539,65753.6,59,Long Range,RWD,Silver
2023,Q4,Europe,Model Y,2020,84695.62,25,Standard,AWD,Green
2019,Q3,North America,Model 3,1195,53480.31,41,Performance,RWD,Green
2018,Q1,Asia,Model 3,887,66840.43,18,Performance,AWD,Red
2020,Q4,North America,Model 3,3141,81852.55,49,Standard,AWD,Red
2023,Q1,Europe,Model Y,522,67580.65,38,Standard,RWD,Red
2015,Q1,North America,Cybertruck,985,72939.75,37,Long Range,AWD,Blue
2013,Q1,Asia,Cybertruck,3402,102194.83,26,Long Range,AWD,Silver
2013,Q2,South America,Model Y,3052,105788.26,28,Standard,RWD,Red
2024,Q2,North America,Model Y,679,71211.55,31,Long Range,AWD,Green
2016,Q1,Europe,Model Y,1388,86117.01,47,Long Range,RWD,Silver
2017,Q1,Australia,Model X,621,105858.28,44,Performance,AWD,White
2018,Q2,South America,Cybertruck,2189,65430.64,6,Standard,RWD,White
2022,Q4,Asia,Model X,4795,80762.24,8,Performance,RWD,Green
2020,Q1,North America,Model 3,1817,116854.24,30,Standard,RWD,Blue
2023,Q2,North America,Model Y,2062,50710.34,15,Long Range,RWD,White
2015,Q3,North America,Semi,4972,61150.28,26,Long Range,AWD,Red
2023,Q1,Europe,Model Y,368,62193.11,53,Performance,AWD,White
2014,Q2,North America,Semi,1479,55558.26,24,Performance,RWD,Blue
2020,Q2,South America,Semi,183,106040.85,50,Standard,RWD,Black
2020,Q2,Europe,Model X,1759,75174.39,6,Performance,RWD,Blue
2017,Q3,North America,Model Y,2253,52357.21,52,Standard,RWD,Black
2018,Q3,Asia,Model 3,2693,86079.88,53,Long Range,RWD,White
2016,Q3,South America,Semi,3342,91691.77,33,Long Range,RWD,Blue
2024,Q2,South America,Model X,3720,43723.47,25,Long Range,RWD,Blue
2016,Q2,Asia,Cybertruck,3613,83916.11,20,Standard,RWD,White
2019,Q2,Asia,Model Y,1068,60556.33,2,Standard,RWD,Red
2022,Q3,South America,Model 3,3385,108053.37,55,Standard,RWD,Black
2024,Q3,South America,Model X,1257,112056.85,57,Performance,RWD,Blue
2022,Q3,Australia,Cybertruck,4946,67089.2,47,Performance,AWD,Black
2016,Q3,Asia,Model Y,3831,110322.07,11,Performance,RWD,Black
2016,Q3,Europe,Cybertruck,2951,107117.54,28,Performance,RWD,White
2019,Q3,Europe,Model X,773,41462.66,48,Long Range,AWD,Green
2023,Q3,Asia,Model 3,4353,118571.23,51,Long Range,RWD,White
2013,Q1,North America,Semi,2061,104269.28,37,Performance,RWD,Blue
2016,Q4,Australia,Model S,2605,97064.13,30,Long Range,RWD,Red
2014,Q1,Asia,Semi,1140,66353.11,21,Performance,RWD,Red
2017,Q3,Australia,Semi,2032,87967.05,27,Standard,AWD,Red
2013,Q3,Australia,Semi,4148,63864.66,16,Long Range,RWD,White
2023,Q4,Australia,Model X,4120,75720.61,6,Standard,AWD,Black
2024,Q3,Europe,Semi,1024,76561.55,38,Long Range,RWD,Silver
2019,Q3,South America,Model 3,1812,80733.14,60,Standard,AWD,White
2014,Q3,Europe,Model S,3080,83809.83,47,Standard,AWD,Silver
2017,Q3,Europe,Model S,564,62261.86,2,Standard,AWD,White
2019,Q4,Australia,Model 3,2552,62670.59,56,Long Range,AWD,Silver
2013,Q1,Australia,Model S,3182,118487.2,24,Performance,AWD,Red
2014,Q1,Australia,Model X,3344,49492.43,50,Long Range,RWD,Black
2022,Q3,Australia,Model 3,1136,81857.8,29,Standard,AWD,Black
2017,Q1,Asia,Model X,1575,111582.24,51,Standard,RWD,Green
2016,Q1,Australia,Model X,2511,110344.76,16,Long Range,RWD,Green
2017,Q4,Europe,Model 3,4267,82503.44,33,Performance,RWD,Green
2012,Q1,North America,Semi,1635,82261.07,0,Long Range,RWD,Silver
2020,Q3,Europe,Cybertruck,1430,115812.77,36,Long Range,RWD,Red
2023,Q4,Australia,Model 3,511,104706.24,21,Performance,AWD,Black
2014,Q2,South America,Model 3,4445,111590.96,48,Standard,AWD,Black
2021,Q4,Asia,Model X,4569,53598.92,17,Performance,RWD,Silver
2020,Q4,Asia,Cybertruck,3796,117056.28,5,Performance,AWD,Green
2016,Q4,Asia,Model X,639,100237.77,49,Performance,RWD,White
2012,Q1,Asia,Cybertruck,3944,90437.65,9,Standard,RWD,Black
2022,Q1,North America,Semi,4196,117520.41,17,Standard,AWD,Black
2018,Q1,Asia,Model 3,4848,48110.49,25,Standard,RWD,Blue
2021,Q1,North America,Cybertruck,1304,95400.77,52,Long Range,RWD,Blue
2017,Q3,South America,Model 3,781,112705.8,24,Standard,RWD,White
2017,Q1,South America,Semi,4715,114743.46,38,Performance,AWD,Blue
2020,Q2,South America,Semi,2053,78974.69,41,Long Range,RWD,White
2016,Q2,Australia,Cybertruck,3906,90865.63,6,Long Range,RWD,Silver
2013,Q1,North America,Model S,1058,115728.46,41,Long Range,RWD,Blue
2018,Q3,North America,Model 3,2856,57980.9,46,Performance,RWD,White
2024,Q3,Australia,Semi,4947,60620.01,31,Long Range,AWD,Green
2016,Q4,North America,Model X,199,74526.19,16,Long Range,RWD,Green
2019,Q3,Asia,Semi,3346,38151.77,29,Standard,AWD,Silver
2019,Q4,South America,Model 3,4383,61571.09,43,Standard,RWD,Green
2022,Q3,South America,Cybertruck,3388,38865.41,3,Long Range,AWD,Black
2016,Q2,Australia,Semi,2587,117924.36,14,Long Range,RWD,Green
2023,Q2,Asia,Semi,3629,106695.88,35,Standard,RWD,Red
2018,Q1,North America,Model 3,1102,116337.7,50,Standard,AWD,White
2017,Q4,Asia,Semi,2285,67091.1,23,Performance,AWD,Black
2012,Q3,Europe,Model S,1738,81972.43,41,Performance,AWD,Green
2013,Q3,South America,Model 3,1674,55649.4,17,Standard,AWD,Red
2018,Q4,Australia,Model S,4502,55165.26,29,Long Range,AWD,Green
2020,Q1,Asia,Model S,4154,68144.13,36,Standard,AWD,Black
2023,Q2,South America,Semi,217,67886.81,58,Long Range,AWD,Silver
2014,Q4,Australia,Model S,3837,58568.12,7,Long Range,AWD,Red
2020,Q4,Asia,Model X,4263,35889.49,55,Performance,AWD,Black
2016,Q4,South America,Model 3,2877,45380.01,56,Standard,AWD,White
2021,Q1,Europe,Model X,4988,73572.64,31,Long Range,AWD,Blue
2024,Q2,South America,Cybertruck,2677,52750.88,28,Long Range,RWD,Red
2021,Q4,Europe,Model S,3920,99625.86,2,Standard,AWD,Black
2012,Q3,Australia,Semi,1829,106714.27,34,Standard,RWD,Blue
2021,Q4,Australia,Model X,3732,65774.87,43,Performance,RWD,Blue
2015,Q1,South America,Cybertruck,2162,116314.25,24,Performance,RWD,Green
2019,Q4,Australia,Cybertruck,3118,74812.93,48,Performance,AWD,Silver
2020,Q4,Europe,Model 3,316,69583.66,57,Performance,AWD,White
2012,Q4,South America,Model X,1906,92804.33,0,Long Range,RWD,Green
2016,Q3,South America,Cybertruck,2805,59417.81,30,Long Range,AWD,Red
2019,Q4,Asia,Model 3,3041,63306.81,1,Long Range,RWD,Silver
2013,Q3,South America,Model Y,3447,113412.81,60,Performance,AWD,Silver
2013,Q4,South America,Model Y,2587,60535.45,27,Standard,AWD,Black
2022,Q2,North America,Model S,4056,65672.45,23,Long Range,AWD,Blue
2017,Q2,Australia,Semi,4728,73021.9,17,Standard,AWD,Black
2018,Q1,Australia,Model S,770,108476.43,21,Long Range,AWD,Black
2019,Q4,Europe,Model S,1107,64783.79,36,Standard,AWD,Red
2017,Q2,South America,Model S,2865,80519.73,60,Performance,RWD,White
2013,Q3,Europe,Model X,4648,103909.73,52,Standard,RWD,Black
2019,Q4,Europe,Model X,2483,51257.89,19,Standard,RWD,White
2012,Q2,South America,Cybertruck,434,99846.43,14,Long Range,AWD,Green
2019,Q4,Europe,Model X,1424,69468.99,44,Performance,AWD,Black
2023,Q1,Australia,Model 3,1543,68660.17,58,Standard,RWD,Blue
2024,Q3,Europe,Model 3,4762,80789.84,15,Performance,RWD,Silver
2019,Q2,Australia,Model X,136,38630.02,12,Standard,AWD,Silver
2023,Q3,Asia,Model X,480,95723.88,18,Standard,AWD,Red
2021,Q4,South America,Model S,2320,62154.5,13,Performance,AWD,Green
2015,Q2,North America,Model 3,1934,70963.55,6,Standard,AWD,White
2014,Q2,Europe,Model X,835,104602.55,31,Performance,AWD,White
2014,Q3,Asia,Model S,1128,62263.06,32,Standard,RWD,Silver
2021,Q4,North America,Model X,4123,107957.33,20,Long Range,RWD,Red
2022,Q3,Australia,Model 3,2638,46170.98,55,Standard,RWD,Blue
2018,Q1,South America,Model S,4906,38225.07,2,Standard,RWD,Blue
2020,Q4,South America,Semi,2936,42530.57,52,Performance,RWD,Blue
2014,Q4,Europe,Model S,4588,44542.09,42,Long Range,RWD,Black
2021,Q3,North America,Semi,2141,64467.75,18,Performance,AWD,Blue
2013,Q1,Australia,Model X,2952,71644.12,22,Performance,RWD,Blue
2017,Q2,Europe,Model Y,3956,75979.43,15,Standard,AWD,Red
2016,Q1,Europe,Model X,2426,63646.3,1,Performance,AWD,White
2013,Q4,Europe,Model S,1706,102858.39,49,Long Range,AWD,Silver
2019,Q4,Asia,Model X,3435,99140.56,9,Performance,RWD,Green
2015,Q3,North America,Model X,3181,98202.44,28,Standard,AWD,White
2023,Q1,Europe,Model 3,4794,45802.63,33,Performance,RWD,White
2016,Q3,Asia,Model 3,171,47303.55,51,Long Range,AWD,White
2013,Q1,Europe,Model Y,3168,88660.37,51,Standard,RWD,Red
2021,Q2,Asia,Model Y,4959,47156.24,19,Performance,RWD,Blue
2020,Q1,Asia,Model S,2850,113338.54,44,Performance,AWD,Black
2018,Q4,North America,Model X,4173,73995.56,13,Standard,AWD,Black
2012,Q4,Asia,Model S,1872,53257.54,59,Long Range,RWD,White
2014,Q4,Asia,Model S,85,105843.73,1,Standard,AWD,Blue
2021,Q4,Asia,Model X,3384,101878.46,10,Long Range,AWD,Blue
2021,Q3,South America,Model X,4283,40893.59,0,Performance,AWD,Blue
2015,Q2,North America,Model Y,4373,43777.39,59,Standard,RWD,Red
2021,Q4,Australia,Model X,1913,54750.78,42,Performance,RWD,Green
2024,Q1,Asia,Cybertruck,4847,84606.6,24,Performance,RWD,White
2014,Q3,South America,Model Y,1297,113973.03,12,Performance,RWD,Silver
2016,Q2,North America,Model Y,3249,72427.07,2,Long Range,AWD,White
2021,Q2,Asia,Model X,3270,60692.07,13,Performance,RWD,Red
2023,Q4,Australia,Semi,4827,117014.69,23,Long Range,AWD,Silver
2018,Q1,Australia,Model S,4845,74072.21,35,Long Range,RWD,Green
2021,Q1,South America,Model Y,3966,45867.82,43,Standard,AWD,Red
2020,Q2,Europe,Model S,3414,53132.45,5,Performance,RWD,White
2020,Q2,Asia,Semi,4891,40620.0,54,Long Range,RWD,White
2019,Q1,Europe,Model Y,4985,55433.98,37,Long Range,RWD,Black
2013,Q1,Asia,Model 3,1858,38938.23,16,Standard,AWD,White
2017,Q1,Europe,Model S,2232,116135.02,15,Long Range,AWD,Red
2017,Q3,South America,Cybertruck,4701,115867.97,29,Standard,RWD,Silver
2022,Q2,Australia,Model Y,147,53565.53,33,Long Range,AWD,White
2012,Q2,South America,Model 3,2120,119509.23,35,Standard,RWD,Black
2017,Q2,Europe,Model S,3916,46367.42,4,Performance,RWD,Red
2023,Q3,Asia,Model X,798,93176.65,1,Standard,RWD,Red
2014,Q2,Europe,Model X,363,48050.96,41,Performance,AWD,Red
2020,Q1,South America,Model S,3454,95304.46,14,Standard,RWD,Blue
2013,Q4,Australia,Model X,4803,74466.16,1,Performance,RWD,White
2017,Q1,Asia,Model S,3391,87298.28,45,Long Range,AWD,Green
2019,Q3,Europe,Model X,2270,97914.45,44,Performance,RWD,Blue
2014,Q4,Australia,Semi,4500,81933.88,11,Long Range,AWD,Black
2016,Q2,Europe,Cybertruck,1853,66277.98,44,Long Range,RWD,Green
2015,Q4,South America,Cybertruck,1880,36557.32,19,Long Range,RWD,Blue
2013,Q3,Europe,Model 3,1002,101009.95,12,Long Range,RWD,Red
2013,Q1,Europe,Semi,4737,86365.33,40,Long Range,AWD,Blue
2017,Q4,South America,Semi,909,81418.35,49,Long Range,AWD,Silver
2023,Q3,Asia,Model X,3839,93139.24,41,Performance,RWD,White
2021,Q1,Australia,Model S,2172,56206.28,37,Performance,AWD,Silver
2022,Q4,Asia,Model Y,4573,41123.69,30,Performance,RWD,Black
2015,Q3,North America,Semi,71,76814.01,34,Standard,RWD,Silver
2022,Q1,Europe,Model 3,762,100023.24,8,Performance,RWD,White
2014,Q2,Asia,Model Y,4041,41361.11,27,Performance,RWD,Red
2016,Q3,Asia,Cybertruck,2295,102942.26,51,Long Range,AWD,Black
2014,Q2,North America,Model X,3213,60163.37,26,Performance,RWD,Black
2020,Q3,Europe,Model 3,1171,76493.48,54,Standard,AWD,White
2012,Q4,Asia,Model X,241,69034.94,29,Performance,AWD,Blue
2019,Q4,South America,Model Y,1390,112550.98,24,Standard,AWD,Silver
2014,Q2,Australia,Model S,505,111305.82,8,Standard,AWD,Green
2020,Q2,North America,Model Y,1635,47811.7,44,Performance,AWD,Red
2023,Q1,Australia,Model X,3654,48228.68,40,Long Range,RWD,Black
2018,Q3,Australia,Model Y,3803,100912.07,3,Long Range,AWD,Black
2023,Q1,Australia,Model X,1029,72191.48,0,Long Range,AWD,Blue
2017,Q1,Europe,Model Y,4822,79514.22,57,Standard,AWD,White
2020,Q1,South America,Model Y,72,114131.77,7,Long Range,AWD,Green
2016,Q1,Asia,Model 3,1892,71095.15,35,Performance,RWD,Green
2012,Q1,Australia,Model S,919,77190.78,47,Long Range,AWD,Green
2019,Q3,South America,Cybertruck,3927,57867.58,29,Performance,RWD,Green
2016,Q2,North America,Model X,733,69379.4,7,Long Range,AWD,Blue
2024,Q4,Australia,Cybertruck,993,98201.1,57,Long Range,AWD,Silver
2012,Q1,Europe,Model X,4173,69065.26,18,Performance,AWD,Green
2013,Q1,North America,Semi,514,112438.74,33,Long Range,AWD,Silver
2022,Q4,Europe,Semi,2302,93920.3,54,Performance,AWD,Red
2019,Q1,South America,Model 3,576,107578.54,51,Long Range,RWD,Green
2019,Q2,North America,Model X,3570,41674.43,11,Long Range,RWD,Silver
2017,Q3,Australia,Model X,617,55026.01,0,Standard,AWD,Green
2015,Q3,Australia,Model 3,4276,86238.9,7,Standard,RWD,Silver
2015,Q1,Australia,Model S,3481,63499.47,16,Performance,AWD,White
2024,Q4,North America,Cybertruck,3440,89037.88,10,Long Range,RWD,Blue
2024,Q1,Australia,Model Y,685,62110.75,56,Long Range,RWD,Silver
2014,Q1,Europe,Semi,4336,94915.9,24,Long Range,AWD,White
2015,Q1,Europe,Semi,1422,104231.76,34,Performance,RWD,Red
2014,Q4,South America,Semi,2818,50822.97,9,Performance,RWD,Green
2020,Q2,Europe,Model X,2892,104127.6,48,Performance,RWD,Blue
2021,Q4,Europe,Model S,1080,100955.68,14,Performance,AWD,Black
2021,Q2,South America,Model Y,3803,90185.32,18,Standard,AWD,Blue
2018,Q1,Asia,Model X,4268,92052.27,57,Long Range,RWD,Blue
2022,Q4,Europe,Model 3,2194,114901.43,37,Performance,RWD,Black
2023,Q1,Europe,Semi,4183,77397.92,55,Long Range,AWD,Silver
2024,Q2,Asia,Model Y,3805,36799.95,40,Performance,RWD,Blue
2017,Q3,South America,Cybertruck,3088,117982.32,1,Long Range,RWD,Green
2023,Q3,Europe,Semi,3056,47190.04,59,Standard,RWD,Green
2016,Q3,Europe,Model S,1725,38430.62,51,Performance,AWD,Blue
2024,Q2,Asia,Model X,128,97626.69,11,Performance,AWD,Blue
2019,Q3,South America,Cybertruck,550,95129.17,18,Long Range,RWD,Red
2015,Q3,South America,Semi,3055,75204.28,12,Standard,RWD,Green
2023,Q2,South America,Model S,1883,38351.85,18,Performance,RWD,Silver
2021,Q1,South America,Model 3,624,92009.6,12,Long Range,RWD,Silver
2021,Q1,South America,Model S,4196,102420.6,30,Long Range,AWD,White
2019,Q4,Asia,Model S,4112,73571.47,48,Performance,AWD,White
2022,Q1,Asia,Semi,3650,118007.07,1,Standard,RWD,Black
2012,Q1,Australia,Model S,2657,79447.77,0,Standard,RWD,Red
2020,Q2,South America,Semi,1451,55689.5,21,Performance,AWD,Silver
2013,Q4,North America,Model 3,2596,79147.32,10,Standard,RWD,Blue
2020,Q3,Australia,Model Y,2290,78967.16,47,Long Range,RWD,Red
2017,Q3,North America,Cybertruck,897,44427.19,49,Long Range,RWD,Red
2015,Q4,North America,Model S,4280,86643.6,25,Performance,AWD,White
2015,Q4,Australia,Model S,2236,103591.16,12,Long Range,RWD,Green
2014,Q2,Australia,Model 3,1856,117337.3,24,Performance,RWD,White
2017,Q4,North America,Cybertruck,1636,56984.21,49,Performance,AWD,Blue
2023,Q4,Australia,Model S,177,93737.33,11,Long Range,RWD,Green
2023,Q4,Asia,Model Y,1118,75345.31,10,Performance,AWD,Red
2021,Q2,Europe,Model X,1012,104369.75,45,Standard,AWD,Black
2023,Q3,Asia,Model Y,3368,115923.3,47,Performance,AWD,Red
2020,Q2,Europe,Model Y,1434,92332.75,51,Long Range,RWD,Blue
2013,Q3,South America,Cybertruck,1114,110100.17,46,Standard,RWD,Red
2018,Q1,North America,Cybertruck,4185,55494.98,48,Performance,RWD,White
2019,Q1,North America,Model Y,4640,82643.32,7,Performance,AWD,White
2023,Q1,Europe,Cybertruck,3575,65649.79,46,Standard,AWD,Silver
2012,Q4,North America,Model 3,4042,79215.91,3,Performance,RWD,Green
2018,Q4,Asia,Cybertruck,3656,108544.71,59,Performance,AWD,Silver
2024,Q2,South America,Model S,3709,119824.53,17,Long Range,RWD,Silver
2015,Q2,Australia,Semi,2144,64351.63,60,Long Range,RWD,Black
2014,Q3,Australia,Model Y,3970,66288.16,8,Long Range,AWD,Blue
2016,Q2,Europe,Cybertruck,2957,94257.92,10,Performance,AWD,Blue
2024,Q1,North America,Cybertruck,4834,61536.5,41,Standard,RWD,Red
2014,Q3,Australia,Cybertruck,153,57897.49,14,Long Range,AWD,Silver
2017,Q3,Asia,Model X,1230,43148.02,31,Performance,AWD,Blue
2014,Q2,South America,Model S,1860,86274.57,39,Performance,RWD,Green
2017,Q3,North America,Semi,294,45860.18,0,Long Range,RWD,Blue
2020,Q4,Europe,Model 3,4633,84603.88,46,Performance,AWD,Green
2019,Q3,Europe,Cybertruck,3446,54367.43,38,Long Range,RWD,Silver
2012,Q2,North America,Model S,1249,97585.61,60,Long Range,AWD,Blue
2015,Q1,Australia,Semi,3256,35432.51,6,Performance,AWD,Red
2020,Q2,Australia,Cybertruck,2977,87193.21,40,Long Range,AWD,Blue
2024,Q4,Europe,Semi,2277,70569.69,36,Long Range,RWD,Blue
2015,Q4,South America,Model X,3731,72616.12,37,Performance,AWD,Blue
2020,Q4,Asia,Model Y,1404,57543.51,14,Long Range,AWD,White
2015,Q3,Asia,Model Y,2431,67449.67,0,Long Range,AWD,Black
2023,Q4,Asia,Model X,4565,102035.37,45,Performance,AWD,Green
2023,Q4,North America,Model S,1880,78828.12,20,Performance,AWD,Red
2017,Q1,Australia,Semi,792,85807.68,38,Performance,AWD,Black
2022,Q4,North America,Model Y,113,80582.78,41,Long Range,AWD,Silver
2014,Q1,Europe,Model X,4772,65006.22,8,Standard,RWD,Red
2018,Q1,North America,Semi,1535,111934.81,50,Performance,AWD,Green
2022,Q1,South America,Model S,1044,91714.16,8,Performance,AWD,Green
2024,Q3,Asia,Cybertruck,3576,82172.58,44,Performance,AWD,Red
2024,Q4,North America,Cybertruck,1053,69420.6,17,Standard,AWD,White
2021,Q3,North America,Model Y,144,85202.92,51,Performance,RWD,Silver
2021,Q3,North America,Model X,1222,91538.22,42,Standard,RWD,Silver
2024,Q3,Europe,Model S,834,68213.42,54,Long Range,RWD,Black
2013,Q4,Australia,Model 3,4474,68916.49,0,Standard,RWD,Silver
2022,Q3,North America,Model 3,565,111231.91,52,Long Range,AWD,Black
2021,Q3,South America,Model Y,562,73472.38,6,Long Range,AWD,White
2021,Q2,Asia,Semi,1273,55587.03,8,Performance,AWD,Red
2020,Q2,Asia,Semi,1662,92877.68,40,Long Range,RWD,Silver
2022,Q1,South America,Model S,176,116609.7,51,Performance,RWD,Black
2018,Q2,Asia,Cybertruck,4331,115779.77,9,Standard,RWD,Green
2017,Q1,Europe,Model X,2805,66069.49,35,Performance,AWD,Silver
